ID of ingredient concentration	index	ID of product (if we want to link to it)	ID of active ingredient instance	type	Concentration	value	unit
ID			I 'is about'	TYPE		I 'has value'	I 'has unit'
PESTON:0904074	4074	PESTON:0109849	PESTON:0704074	ingredient concentration	75	75	UOM:%25
PESTON:0904075	4075	PESTON:0109862	PESTON:0704075	ingredient concentration	75	75	UOM:%25
PESTON:0904076	4076	PESTON:0109932	PESTON:0704076	ingredient concentration	75	75	UOM:%25
PESTON:0904077	4077	PESTON:0110248	PESTON:0704077	ingredient concentration	75	75	UOM:%25
PESTON:0904078	4078	PESTON:0110656	PESTON:0704078	ingredient concentration	75	75	UOM:%25
PESTON:0904079	4079	PESTON:0110693	PESTON:0704079	ingredient concentration	75	75	UOM:%25
PESTON:0904080	4080	PESTON:0110742	PESTON:0704080	ingredient concentration	75	75	UOM:%25
PESTON:0904081	4081	PESTON:0108626	PESTON:0704081	ingredient concentration	80	80	UOM:%25
PESTON:0904082	4082	PESTON:0106022	PESTON:0704082	ingredient concentration	85	85	UOM:%25
PESTON:0904083	4083	PESTON:0109091	PESTON:0704083	ingredient concentration	31.0 %	31	UOM:%25
PESTON:0904084	4084	PESTON:0108614	PESTON:0704084	ingredient concentration	480.0 /l	480	UOM:g.L1
PESTON:0904085	4085	PESTON:0100367	PESTON:0704085	ingredient concentration			
PESTON:0904086	4086	PESTON:0100369	PESTON:0704086	ingredient concentration			
PESTON:0904087	4087	PESTON:0103631	PESTON:0704087	ingredient concentration			
PESTON:0904088	4088	PESTON:0104713	PESTON:0709952	ingredient concentration			
PESTON:0904089	4089	PESTON:0105180	PESTON:0709958	ingredient concentration			
PESTON:0904090	4090	PESTON:0105870	PESTON:0704090	ingredient concentration			
PESTON:0904091	4091	PESTON:0106006	PESTON:0704091	ingredient concentration			
PESTON:0904092	4092	PESTON:0106131	PESTON:0704092	ingredient concentration			
PESTON:0904093	4093	PESTON:0106132	PESTON:0704093	ingredient concentration			
PESTON:0904094	4094	PESTON:0106410	PESTON:0704094	ingredient concentration			
PESTON:0904095	4095	PESTON:0106713	PESTON:0703009	ingredient concentration			
PESTON:0904096	4096	PESTON:0106785	PESTON:0704096	ingredient concentration			
PESTON:0904097	4097	PESTON:0106805	PESTON:0704097	ingredient concentration			
PESTON:0904098	4098	PESTON:0106806	PESTON:0704098	ingredient concentration			
PESTON:0904099	4099	PESTON:0107012	PESTON:0704099	ingredient concentration			
PESTON:0904100	4100	PESTON:0107162	PESTON:0704100	ingredient concentration			
PESTON:0904101	4101	PESTON:0107242	PESTON:0704101	ingredient concentration			
PESTON:0904102	4102	PESTON:0101474	PESTON:0705230	ingredient concentration			
PESTON:0904103	4103	PESTON:0101478	PESTON:0705231	ingredient concentration			
PESTON:0904104	4104	PESTON:0101484	PESTON:0705232	ingredient concentration			
PESTON:0904105	4105	PESTON:0104446	PESTON:0705257	ingredient concentration			
PESTON:0904106	4106	PESTON:0104985	PESTON:0709990	ingredient concentration			
PESTON:0904107	4107	PESTON:0105017	PESTON:0705274	ingredient concentration			
PESTON:0904108	4108	PESTON:0105174	PESTON:0705276	ingredient concentration			
PESTON:0904109	4109	PESTON:0105437	PESTON:0704109	ingredient concentration			
PESTON:0904110	4110	PESTON:0105820	PESTON:0704110	ingredient concentration			
PESTON:0904111	4111	PESTON:0105821	PESTON:0704111	ingredient concentration			
PESTON:0904112	4112	PESTON:0105822	PESTON:0704112	ingredient concentration			
PESTON:0904113	4113	PESTON:0105896	PESTON:0704113	ingredient concentration			
PESTON:0904114	4114	PESTON:0105934	PESTON:0704114	ingredient concentration			
PESTON:0904115	4115	PESTON:0105935	PESTON:0704115	ingredient concentration			
PESTON:0904116	4116	PESTON:0105936	PESTON:0704116	ingredient concentration			
PESTON:0904117	4117	PESTON:0105985	PESTON:0704117	ingredient concentration			
PESTON:0904118	4118	PESTON:0106012	PESTON:0705281	ingredient concentration			
PESTON:0904119	4119	PESTON:0106047	PESTON:0704119	ingredient concentration			
PESTON:0904120	4120	PESTON:0106377	PESTON:0704120	ingredient concentration			
PESTON:0904121	4121	PESTON:0106723	PESTON:0704121	ingredient concentration			
PESTON:0904122	4122	PESTON:0107317	PESTON:0704122	ingredient concentration			
PESTON:0904123	4123	PESTON:0106107	PESTON:0714685	ingredient concentration	0	0	UOM:%25
PESTON:0904124	4124	PESTON:0106364	PESTON:0713986	ingredient concentration	15	15	UOM:%25
PESTON:0904125	4125	PESTON:0105575	PESTON:0714328	ingredient concentration	18	18	UOM:%25
PESTON:0904126	4126	PESTON:0106178	PESTON:0720893	ingredient concentration	20	20	UOM:%25
PESTON:0904127	4127	PESTON:0106762	PESTON:0720812	ingredient concentration	20	20	UOM:%25
PESTON:0904128	4128	PESTON:0109365	PESTON:0720829	ingredient concentration	22	22	UOM:%25
PESTON:0904129	4129	PESTON:0106129	PESTON:0720814	ingredient concentration	25	25	UOM:%25
PESTON:0904130	4130	PESTON:0106780	PESTON:0704130	ingredient concentration	25	25	UOM:%25
PESTON:0904131	4131	PESTON:0107121	PESTON:0720815	ingredient concentration	25	25	UOM:%25
PESTON:0904132	4132	PESTON:0107986	PESTON:0704132	ingredient concentration	26	26	UOM:%25
PESTON:0904133	4133	PESTON:0108832	PESTON:0720822	ingredient concentration	26	26	UOM:%25
PESTON:0904134	4134	PESTON:0107633	PESTON:0712451	ingredient concentration	27.2	27.2	UOM:%25
PESTON:0904135	4135	PESTON:0107176	PESTON:0714140	ingredient concentration	28	28	UOM:%25
PESTON:0904136	4136	PESTON:0107270	PESTON:0714141	ingredient concentration	28	28	UOM:%25
PESTON:0904137	4137	PESTON:0105476	PESTON:0716101	ingredient concentration	30	30	UOM:%25
PESTON:0904138	4138	PESTON:0107647	PESTON:0704138	ingredient concentration	30	30	UOM:%25
PESTON:0904139	4139	PESTON:0107735	PESTON:0704139	ingredient concentration	30	30	UOM:%25
PESTON:0904140	4140	PESTON:0108224	PESTON:0704140	ingredient concentration	30	30	UOM:%25
PESTON:0904141	4141	PESTON:0108267	PESTON:0704141	ingredient concentration	30	30	UOM:%25
PESTON:0904142	4142	PESTON:0103698	PESTON:0714166	ingredient concentration	30	30	UOM:%25
PESTON:0904143	4143	PESTON:0104294	PESTON:0714356	ingredient concentration	30	30	UOM:%25
PESTON:0904144	4144	PESTON:0105456	PESTON:0714357	ingredient concentration	30	30	UOM:%25
PESTON:0904145	4145	PESTON:0105604	PESTON:0714358	ingredient concentration	30	30	UOM:%25
PESTON:0904146	4146	PESTON:0105781	PESTON:0714359	ingredient concentration	30	30	UOM:%25
PESTON:0904147	4147	PESTON:0107037	PESTON:0713029	ingredient concentration	30	30	UOM:%25
PESTON:0904148	4148	PESTON:0105033	PESTON:0719903	ingredient concentration	31	31	UOM:%25
PESTON:0904149	4149	PESTON:0105260	PESTON:0716100	ingredient concentration	31	31	UOM:%25
PESTON:0904150	4150	PESTON:0105255	PESTON:0719901	ingredient concentration	32	32	UOM:%25
PESTON:0904151	4151	PESTON:0105423	PESTON:0719898	ingredient concentration	33	33	UOM:%25
PESTON:0904152	4152	PESTON:0106087	PESTON:0719899	ingredient concentration	33	33	UOM:%25
PESTON:0904153	4153	PESTON:0108193	PESTON:0712821	ingredient concentration	34	34	UOM:%25
PESTON:0904154	4154	PESTON:0107983	PESTON:0708411	ingredient concentration	35.5	35.5	UOM:%25
PESTON:0904155	4155	PESTON:0108179	PESTON:0712822	ingredient concentration	36	36	UOM:%25
PESTON:0904156	4156	PESTON:0112725	PESTON:0708410	ingredient concentration	36	36	UOM:%25
PESTON:0904157	4157	PESTON:0107326	PESTON:0704157	ingredient concentration	40	40	UOM:%25
PESTON:0904158	4158	PESTON:0107362	PESTON:0716109	ingredient concentration	40	40	UOM:%25
PESTON:0904159	4159	PESTON:0107646	PESTON:0704159	ingredient concentration	40	40	UOM:%25
PESTON:0904160	4160	PESTON:0116218	PESTON:0708412	ingredient concentration	40	40	UOM:%25
PESTON:0904161	4161	PESTON:0117070	PESTON:0708413	ingredient concentration	40	40	UOM:%25
PESTON:0904162	4162	PESTON:0101963	PESTON:0702714	ingredient concentration	40	40	UOM:%25
PESTON:0904163	4163	PESTON:0106104	PESTON:0710492	ingredient concentration	40	40	UOM:%25
PESTON:0904164	4164	PESTON:0106190	PESTON:0704164	ingredient concentration	42	42	UOM:%25
PESTON:0904165	4165	PESTON:0107994	PESTON:0704165	ingredient concentration	42	42	UOM:%25
PESTON:0904166	4166	PESTON:0114976	PESTON:0704166	ingredient concentration	43	43	UOM:%25
PESTON:0904167	4167	PESTON:0101757	PESTON:0704167	ingredient concentration	43.6	43.6	UOM:%25
PESTON:0904168	4168	PESTON:0107170	PESTON:0704168	ingredient concentration	43.6	43.6	UOM:%25
PESTON:0904169	4169	PESTON:0114977	PESTON:0704169	ingredient concentration	43.6	43.6	UOM:%25
PESTON:0904170	4170	PESTON:0106288	PESTON:0704170	ingredient concentration	44	44	UOM:%25
PESTON:0904171	4171	PESTON:0106788	PESTON:0704171	ingredient concentration	44	44	UOM:%25
PESTON:0904172	4172	PESTON:0107157	PESTON:0704172	ingredient concentration	44	44	UOM:%25
PESTON:0904173	4173	PESTON:0107175	PESTON:0704173	ingredient concentration	44	44	UOM:%25
PESTON:0904174	4174	PESTON:0108073	PESTON:0704174	ingredient concentration	44	44	UOM:%25
PESTON:0904175	4175	PESTON:0104291	PESTON:0704175	ingredient concentration	45	45	UOM:%25
PESTON:0904176	4176	PESTON:0108208	PESTON:0712825	ingredient concentration	48	48	UOM:%25
PESTON:0904177	4177	PESTON:0107320	PESTON:0704177	ingredient concentration	50	50	UOM:%25
PESTON:0904178	4178	PESTON:0113104	PESTON:0708418	ingredient concentration	50.8	50.8	UOM:%25
PESTON:0904179	4179	PESTON:0114480	PESTON:0708419	ingredient concentration	50.8	50.8	UOM:%25
PESTON:0904180	4180	PESTON:0100450	PESTON:0704180	ingredient concentration	59.1	59.1	UOM:%25
PESTON:0904181	4181	PESTON:0106982	PESTON:0704181	ingredient concentration	60	60	UOM:%25
PESTON:0904182	4182	PESTON:0106726	PESTON:0704182	ingredient concentration	75	75	UOM:%25
PESTON:0904183	4183	PESTON:0107520	PESTON:0704183	ingredient concentration	75	75	UOM:%25
PESTON:0904184	4184	PESTON:0107937	PESTON:0704184	ingredient concentration	75	75	UOM:%25
PESTON:0904185	4185	PESTON:0106254	PESTON:0704185	ingredient concentration	76	76	UOM:%25
PESTON:0904186	4186	PESTON:0106350	PESTON:0704186	ingredient concentration	77.6	77.6	UOM:%25
PESTON:0904187	4187	PESTON:0102158	PESTON:0704187	ingredient concentration	80	80	UOM:%25
PESTON:0904188	4188	PESTON:0104952	PESTON:0704188	ingredient concentration	80	80	UOM:%25
PESTON:0904189	4189	PESTON:0104991	PESTON:0704189	ingredient concentration	80	80	UOM:%25
PESTON:0904190	4190	PESTON:0106106	PESTON:0704190	ingredient concentration	80	80	UOM:%25
PESTON:0904191	4191	PESTON:0106680	PESTON:0704191	ingredient concentration	80	80	UOM:%25
PESTON:0904192	4192	PESTON:0106981	PESTON:0704192	ingredient concentration	80	80	UOM:%25
PESTON:0904193	4193	PESTON:0106986	PESTON:0704193	ingredient concentration	80	80	UOM:%25
PESTON:0904194	4194	PESTON:0105067	PESTON:0704194	ingredient concentration			
PESTON:0904195	4195	PESTON:0105135	PESTON:0704195	ingredient concentration			
PESTON:0904196	4196	PESTON:0105178	PESTON:0704196	ingredient concentration			
PESTON:0904197	4197	PESTON:0107224	PESTON:0719926	ingredient concentration			
PESTON:0904198	4198	PESTON:0107260	PESTON:0704198	ingredient concentration			
PESTON:0904199	4199	PESTON:0107495	PESTON:0704199	ingredient concentration			
PESTON:0904200	4200	PESTON:0107584	PESTON:0704200	ingredient concentration			
PESTON:0904201	4201	PESTON:0106983	PESTON:0713133	ingredient concentration			
PESTON:0904202	4202	PESTON:0104295	PESTON:0706204	ingredient concentration			
PESTON:0904203	4203	PESTON:0102076	PESTON:0704203	ingredient concentration	50	50	UOM:%25
PESTON:0904204	4204	PESTON:0102487	PESTON:0704204	ingredient concentration			
PESTON:0904205	4205	PESTON:0103635	PESTON:0704205	ingredient concentration			
PESTON:0904206	4206	PESTON:0102277	PESTON:0718796	ingredient concentration			
PESTON:0904207	4207	PESTON:0106838	PESTON:0709087	ingredient concentration	0	0	UOM:%25
PESTON:0904208	4208	PESTON:0115804	PESTON:0704208	ingredient concentration	0.5	0.5	UOM:%25
PESTON:0904209	4209	PESTON:0103782	PESTON:0704209	ingredient concentration	1	1	UOM:%25
PESTON:0904210	4210	PESTON:0105116	PESTON:0704210	ingredient concentration	1	1	UOM:%25
PESTON:0904211	4211	PESTON:0105695	PESTON:0704211	ingredient concentration	1	1	UOM:%25
PESTON:0904212	4212	PESTON:0109443	PESTON:0704212	ingredient concentration	1	1	UOM:%25
PESTON:0904213	4213	PESTON:0110934	PESTON:0704213	ingredient concentration	1	1	UOM:%25
PESTON:0904214	4214	PESTON:0106534	PESTON:0709093	ingredient concentration	5	5	UOM:%25
PESTON:0904215	4215	PESTON:0106295	PESTON:0704215	ingredient concentration	6	6	UOM:%25
PESTON:0904216	4216	PESTON:0107668	PESTON:0704216	ingredient concentration	6	6	UOM:%25
PESTON:0904217	4217	PESTON:0108824	PESTON:0704217	ingredient concentration	6	6	UOM:%25
PESTON:0904218	4218	PESTON:0111302	PESTON:0704218	ingredient concentration	6	6	UOM:%25
PESTON:0904219	4219	PESTON:0111847	PESTON:0704219	ingredient concentration	6	6	UOM:%25
PESTON:0904220	4220	PESTON:0105175	PESTON:0704540	ingredient concentration	14	14	UOM:%25
PESTON:0904221	4221	PESTON:0106206	PESTON:0709104	ingredient concentration	23	23	UOM:%25
PESTON:0904222	4222	PESTON:0102032	PESTON:0709107	ingredient concentration	25	25	UOM:%25
PESTON:0904223	4223	PESTON:0106045	PESTON:0709108	ingredient concentration	25	25	UOM:%25
PESTON:0904224	4224	PESTON:0107300	PESTON:0709109	ingredient concentration	25	25	UOM:%25
PESTON:0904225	4225	PESTON:0112454	PESTON:0704225	ingredient concentration	29	29	UOM:%25
PESTON:0904226	4226	PESTON:0100883	PESTON:0704226	ingredient concentration	40	40	UOM:%25
PESTON:0904227	4227	PESTON:0102017	PESTON:0704227	ingredient concentration	40	40	UOM:%25
PESTON:0904228	4228	PESTON:0102159	PESTON:0704228	ingredient concentration	40	40	UOM:%25
PESTON:0904229	4229	PESTON:0110939	PESTON:0704229	ingredient concentration	40.8	40.8	UOM:%25
PESTON:0904230	4230	PESTON:0108008	PESTON:0704230	ingredient concentration	44	44	UOM:%25
PESTON:0904231	4231	PESTON:0110143	PESTON:0704231	ingredient concentration	48	48	UOM:%25
PESTON:0904232	4232	PESTON:0108031	PESTON:0704232	ingredient concentration	49	49	UOM:%25
PESTON:0904233	4233	PESTON:0107108	PESTON:0704233	ingredient concentration	55.6	55.6	UOM:%25
PESTON:0904234	4234	PESTON:0101079	PESTON:0704234	ingredient concentration			
PESTON:0904235	4235	PESTON:0101088	PESTON:0704235	ingredient concentration			
PESTON:0904236	4236	PESTON:0102114	PESTON:0704543	ingredient concentration			
PESTON:0904237	4237	PESTON:0102304	PESTON:0704544	ingredient concentration			
PESTON:0904238	4238	PESTON:0102448	PESTON:0704238	ingredient concentration			
PESTON:0904239	4239	PESTON:0102626	PESTON:0704239	ingredient concentration			
PESTON:0904240	4240	PESTON:0102821	PESTON:0704545	ingredient concentration			
PESTON:0904241	4241	PESTON:0102871	PESTON:0704241	ingredient concentration			
PESTON:0904242	4242	PESTON:0103838	PESTON:0704242	ingredient concentration			
PESTON:0904243	4243	PESTON:0104782	PESTON:0704243	ingredient concentration			
PESTON:0904244	4244	PESTON:0105207	PESTON:0704546	ingredient concentration			
PESTON:0904245	4245	PESTON:0106527	PESTON:0704245	ingredient concentration			
PESTON:0904246	4246	PESTON:0106552	PESTON:0704246	ingredient concentration			
PESTON:0904247	4247	PESTON:0102012	PESTON:0709149	ingredient concentration			
PESTON:0904248	4248	PESTON:0102014	PESTON:0709150	ingredient concentration			
PESTON:0904249	4249	PESTON:0102257	PESTON:0709151	ingredient concentration			
PESTON:0904250	4250	PESTON:0105270	PESTON:0709157	ingredient concentration			
PESTON:0904251	4251	PESTON:0110973	PESTON:0704251	ingredient concentration	0.5	0.5	UOM:%25
PESTON:0904252	4252	PESTON:0113877	PESTON:0704252	ingredient concentration	0.5	0.5	UOM:%25
PESTON:0904253	4253	PESTON:0114240	PESTON:0704253	ingredient concentration	0.5	0.5	UOM:%25
PESTON:0904254	4254	PESTON:0115611	PESTON:0714486	ingredient concentration	0.8	0.8	UOM:%25
PESTON:0904255	4255	PESTON:0110171	PESTON:0704255	ingredient concentration	1	1	UOM:%25
PESTON:0904256	4256	PESTON:0110452	PESTON:0704256	ingredient concentration	1	1	UOM:%25
PESTON:0904257	4257	PESTON:0115093	PESTON:0704257	ingredient concentration	1	1	UOM:%25
PESTON:0904258	4258	PESTON:0106631	PESTON:0704258	ingredient concentration	2	2	UOM:%25
PESTON:0904259	4259	PESTON:0107272	PESTON:0704259	ingredient concentration	2	2	UOM:%25
PESTON:0904260	4260	PESTON:0109698	PESTON:0704260	ingredient concentration	2	2	UOM:%25
PESTON:0904261	4261	PESTON:0113015	PESTON:0704261	ingredient concentration	2.2	2.2	UOM:%25
PESTON:0904262	4262	PESTON:0107852	PESTON:0704262	ingredient concentration	2.3	2.3	UOM:%25
PESTON:0904263	4263	PESTON:0105192	PESTON:0704263	ingredient concentration	2.5	2.5	UOM:%25
PESTON:0904264	4264	PESTON:0107608	PESTON:0704264	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0904265	4265	PESTON:0115626	PESTON:0704265	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0904266	4266	PESTON:0117285	PESTON:0704266	ingredient concentration	3.7	3.7	UOM:%25
PESTON:0904267	4267	PESTON:0101697	PESTON:0704267	ingredient concentration	5	5	UOM:%25
PESTON:0904268	4268	PESTON:0101699	PESTON:0704268	ingredient concentration	5	5	UOM:%25
PESTON:0904269	4269	PESTON:0107095	PESTON:0704269	ingredient concentration	5	5	UOM:%25
PESTON:0904270	4270	PESTON:0108841	PESTON:0704270	ingredient concentration	5	5	UOM:%25
PESTON:0904271	4271	PESTON:0109155	PESTON:0704271	ingredient concentration	5	5	UOM:%25
PESTON:0904272	4272	PESTON:0109767	PESTON:0704272	ingredient concentration	5	5	UOM:%25
PESTON:0904273	4273	PESTON:0111722	PESTON:0704273	ingredient concentration	5	5	UOM:%25
PESTON:0904274	4274	PESTON:0112320	PESTON:0704274	ingredient concentration	5	5	UOM:%25
PESTON:0904275	4275	PESTON:0112987	PESTON:0704275	ingredient concentration	5	5	UOM:%25
PESTON:0904276	4276	PESTON:0114456	PESTON:0704276	ingredient concentration	5	5	UOM:%25
PESTON:0904277	4277	PESTON:0116737	PESTON:0704277	ingredient concentration	5	5	UOM:%25
PESTON:0904278	4278	PESTON:0116966	PESTON:0704278	ingredient concentration	5	5	UOM:%25
PESTON:0904279	4279	PESTON:0117017	PESTON:0704279	ingredient concentration	5	5	UOM:%25
PESTON:0904280	4280	PESTON:0117018	PESTON:0704280	ingredient concentration	5	5	UOM:%25
PESTON:0904281	4281	PESTON:0117022	PESTON:0704281	ingredient concentration	5	5	UOM:%25
PESTON:0904282	4282	PESTON:0117072	PESTON:0704282	ingredient concentration	5	5	UOM:%25
PESTON:0904283	4283	PESTON:0117074	PESTON:0704283	ingredient concentration	5	5	UOM:%25
PESTON:0904284	4284	PESTON:0109159	PESTON:0704284	ingredient concentration	5	5	UOM:%25
PESTON:0904285	4285	PESTON:0115020	PESTON:0702524	ingredient concentration	5	5	UOM:%25
PESTON:0904286	4286	PESTON:0107239	PESTON:0704286	ingredient concentration	5.9	5.9	UOM:%25
PESTON:0904287	4287	PESTON:0105182	PESTON:0704287	ingredient concentration	7	7	UOM:%25
PESTON:0904288	4288	PESTON:0104841	PESTON:0704288	ingredient concentration	7.4	7.4	UOM:%25
PESTON:0904289	4289	PESTON:0101698	PESTON:0704289	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904290	4290	PESTON:0101700	PESTON:0704290	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904291	4291	PESTON:0105150	PESTON:0704291	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904292	4292	PESTON:0107941	PESTON:0704292	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904293	4293	PESTON:0108111	PESTON:0704293	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904294	4294	PESTON:0108652	PESTON:0704294	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904295	4295	PESTON:0109936	PESTON:0704295	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904296	4296	PESTON:0109940	PESTON:0704296	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904297	4297	PESTON:0110261	PESTON:0704297	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904298	4298	PESTON:0110262	PESTON:0704298	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904299	4299	PESTON:0110427	PESTON:0704299	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904300	4300	PESTON:0111126	PESTON:0704300	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904301	4301	PESTON:0111657	PESTON:0704301	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904302	4302	PESTON:0111969	PESTON:0704302	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904303	4303	PESTON:0112215	PESTON:0704303	ingredient concentration	7.5	7.5	UOM:%25
PESTON:0904304	4304	PESTON:0113296	PESTON:0704304	ingredient concentration	7.5	7.5	UOM:%25
